day_of_week,hour,dept_name,demand,is_weekend,hour_sin,hour_cos,dept_encoded,log_demand
0,2,dairy eggs,1982,1,0.49999999999999994,0.8660254037844387,7,7.592366128519796
0,2,deli,395,1,0.49999999999999994,0.8660254037844387,8,5.981414211254481
0,2,dry goods pasta,342,1,0.49999999999999994,0.8660254037844387,9,5.8377304471659395
0,2,frozen,983,1,0.49999999999999994,0.8660254037844387,10,6.891625897052253
0,2,household,314,1,0.49999999999999994,0.8660254037844387,11,5.752572638825633
0,2,international,135,1,0.49999999999999994,0.8660254037844387,12,4.912654885736052
0,2,meat seafood,331,1,0.49999999999999994,0.8660254037844387,13,5.805134968916488
0,2,missing,32,1,0.49999999999999994,0.8660254037844387,14,3.4965075614664802
0,2,other,12,1,0.49999999999999994,0.8660254037844387,15,2.5649493574615367
0,2,pantry,750,1,0.49999999999999994,0.8660254037844387,16,6.621405651764134
0,2,personal care,195,1,0.49999999999999994,0.8660254037844387,17,5.278114659230517
0,2,pets,35,1,0.49999999999999994,0.8660254037844387,18,3.58351893845611
0,2,produce,3919,1,0.49999999999999994,0.8660254037844387,19,8.273846932784508
0,2,snacks,981,1,0.49999999999999994,0.8660254037844387,20,6.889591308354466
0,3,alcohol,27,1,0.7071067811865475,0.7071067811865476,0,3.332204510175204
0,3,babies,60,1,0.7071067811865475,0.7071067811865476,1,4.110873864173311
0,3,bakery,332,1,0.7071067811865475,0.7071067811865476,2,5.808142489980444
0,3,beverages,748,1,0.7071067811865475,0.7071067811865476,3,6.618738983517219
0,3,breakfast,181,1,0.7071067811865475,0.7071067811865476,4,5.204006687076795
0,3,bulk,9,1,0.7071067811865475,0.7071067811865476,5,2.302585092994046
0,3,canned goods,280,1,0.7071067811865475,0.7071067811865476,6,5.638354669333745
0,3,dairy eggs,1430,1,0.7071067811865475,0.7071067811865476,7,7.266128779556451
0,3,deli,273,1,0.7071067811865475,0.7071067811865476,8,5.6131281063880705
0,3,dry goods pasta,208,1,0.7071067811865475,0.7071067811865476,9,5.342334251964811
0,3,frozen,729,1,0.7071067811865475,0.7071067811865476,10,6.593044534142437
0,3,household,224,1,0.7071067811865475,0.7071067811865476,11,5.41610040220442
0,3,international,73,1,0.7071067811865475,0.7071067811865476,12,4.30406509320417
0,3,meat seafood,196,1,0.7071067811865475,0.7071067811865476,13,5.2832037287379885
0,3,missing,28,1,0.7071067811865475,0.7071067811865476,14,3.367295829986474
0,3,other,8,1,0.7071067811865475,0.7071067811865476,15,2.1972245773362196
0,3,pantry,515,1,0.7071067811865475,0.7071067811865476,16,6.246106765481563
0,3,personal care,141,1,0.7071067811865475,0.7071067811865476,17,4.955827057601261
0,3,pets,33,1,0.7071067811865475,0.7071067811865476,18,3.5263605246161616
0,3,produce,2645,1,0.7071067811865475,0.7071067811865476,19,7.880804344674901
0,3,snacks,711,1,0.7071067811865475,0.7071067811865476,20,6.568077911411976
0,4,alcohol,37,1,0.8660254037844386,0.5000000000000001,0,3.6375861597263857
0,4,babies,68,1,0.8660254037844386,0.5000000000000001,1,4.23410650459726
0,4,bakery,294,1,0.8660254037844386,0.5000000000000001,2,5.68697535633982
0,4,beverages,720,1,0.8660254037844386,0.5000000000000001,3,6.580639137284949
0,4,breakfast,188,1,0.8660254037844386,0.5000000000000001,4,5.241747015059643
0,4,bulk,8,1,0.8660254037844386,0.5000000000000001,5,2.1972245773362196
0,4,canned goods,307,1,0.8660254037844386,0.5000000000000001,6,5.730099782973574
0,4,dairy eggs,1285,1,0.8660254037844386,0.5000000000000001,7,7.1592919047975645
0,4,deli,255,1,0.8660254037844386,0.5000000000000001,8,5.545177444479562
0,4,dry goods pasta,208,1,0.8660254037844386,0.5000000000000001,9,5.342334251964811
0,4,frozen,639,1,0.8660254037844386,0.5000000000000001,10,6.461468176353717
0,4,household,240,1,0.8660254037844386,0.5000000000000001,11,5.484796933490655
0,4,international,80,1,0.8660254037844386,0.5000000000000001,12,4.394449154672439
0,4,meat seafood,184,1,0.8660254037844386,0.5000000000000001,13,5.220355825078324
0,4,missing,31,1,0.8660254037844386,0.5000000000000001,14,3.4657359027997265
0,4,other,15,1,0.8660254037844386,0.5000000000000001,15,2.772588722239781
0,4,pantry,523,1,0.8660254037844386,0.5000000000000001,16,6.261491684321042
0,4,personal care,139,1,0.8660254037844386,0.5000000000000001,17,4.941642422609304
0,4,pets,30,1,0.8660254037844386,0.5000000000000001,18,3.4339872044851463
0,4,produce,2515,1,0.8660254037844386,0.5000000000000001,19,7.830425617820331
0,4,snacks,606,1,0.8660254037844386,0.5000000000000001,20,6.408528791059498
0,5,alcohol,28,1,0.9659258262890683,0.25881904510252074,0,3.367295829986474
0,5,babies,186,1,0.9659258262890683,0.25881904510252074,1,5.231108616854587
0,5,bakery,401,1,0.9659258262890683,0.25881904510252074,2,5.996452088619021
0,5,beverages,953,1,0.9659258262890683,0.25881904510252074,3,6.860663671448287
0,5,breakfast,228,1,0.9659258262890683,0.25881904510252074,4,5.43372200355424
0,5,bulk,7,1,0.9659258262890683,0.25881904510252074,5,2.0794415416798357
0,5,canned goods,439,1,0.9659258262890683,0.25881904510252074,6,6.0867747269123065
0,5,dairy eggs,1885,1,0.9659258262890683,0.25881904510252074,7,7.542213463193403
0,5,deli,367,1,0.9659258262890683,0.25881904510252074,8,5.908082938168931
0,5,dry goods pasta,304,1,0.9659258262890683,0.25881904510252074,9,5.720311776607412
0,5,frozen,840,1,0.9659258262890683,0.25881904510252074,10,6.734591659972948
0,5,household,302,1,0.9659258262890683,0.25881904510252074,11,5.713732805509369
0,5,international,103,1,0.9659258262890683,0.25881904510252074,12,4.6443908991413725
0,5,meat seafood,245,1,0.9659258262890683,0.25881904510252074,13,5.5053315359323625
0,5,missing,31,1,0.9659258262890683,0.25881904510252074,14,3.4657359027997265
0,5,other,6,1,0.9659258262890683,0.25881904510252074,15,1.9459101490553132
0,5,pantry,628,1,0.9659258262890683,0.25881904510252074,16,6.444131256700441
0,5,personal care,173,1,0.9659258262890683,0.25881904510252074,17,5.159055299214529
0,5,pets,47,1,0.9659258262890683,0.25881904510252074,18,3.871201010907891
0,5,produce,3613,1,0.9659258262890683,0.25881904510252074,19,8.192570471152173
0,5,snacks,845,1,0.9659258262890683,0.25881904510252074,20,6.740519359606223
0,6,alcohol,83,1,1.0,6.123233995736766e-17,0,4.430816798843313
0,6,babies,616,1,1.0,6.123233995736766e-17,1,6.424869023905388
0,6,bakery,1307,1,1.0,6.123233995736766e-17,2,7.176254532017144
0,6,beverages,2653,1,1.0,6.123233995736766e-17,3,7.8838232148921525
0,6,breakfast,798,1,1.0,6.123233995736766e-17,4,6.683360945766275
0,6,bulk,32,1,1.0,6.123233995736766e-17,5,3.4965075614664802
0,6,canned goods,1198,1,1.0,6.123233995736766e-17,6,7.089243155027514
0,6,dairy eggs,6180,1,1.0,6.123233995736766e-17,7,8.729235349659273
0,6,deli,1139,1,1.0,6.123233995736766e-17,8,7.038783541388542
0,6,dry goods pasta,981,1,1.0,6.123233995736766e-17,9,6.889591308354466
0,6,frozen,2461,1,1.0,6.123233995736766e-17,10,7.808729306744399
0,6,household,735,1,1.0,6.123233995736766e-17,11,6.601230118728877
0,6,international,255,1,1.0,6.123233995736766e-17,12,5.545177444479562
0,6,meat seafood,752,1,1.0,6.123233995736766e-17,13,6.6240652277998935
0,6,missing,77,1,1.0,6.123233995736766e-17,14,4.356708826689592
0,6,other,41,1,1.0,6.123233995736766e-17,15,3.7376696182833684
0,6,pantry,1853,1,1.0,6.123233995736766e-17,16,7.5251007461258
0,6,personal care,469,1,1.0,6.123233995736766e-17,17,6.152732694704104
0,6,pets,103,1,1.0,6.123233995736766e-17,18,4.6443908991413725
0,6,produce,10606,1,1.0,6.123233995736766e-17,19,9.26926943950547
0,6,snacks,2648,1,1.0,6.123233995736766e-17,20,7.88193748927207
0,7,alcohol,249,1,0.9659258262890683,-0.25881904510252063,0,5.521460917862246
0,7,babies,2513,1,0.9659258262890683,-0.25881904510252063,1,7.829630389150193
0,7,bakery,5154,1,0.9659258262890683,-0.25881904510252063,2,8.54772239645106
0,7,beverages,8940,1,0.9659258262890683,-0.25881904510252063,3,9.098402718735318
0,7,breakfast,2933,1,0.9659258262890683,-0.25881904510252063,4,7.984121958702927
0,7,bulk,133,1,0.9659258262890683,-0.25881904510252063,5,4.897839799950911
0,7,canned goods,4592,1,0.9659258262890683,-0.25881904510252063,6,8.432288684325794
0,7,dairy eggs,23180,1,0.9659258262890683,-0.25881904510252063,7,10.051088256601693
0,7,deli,4329,1,0.9659258262890683,-0.25881904510252063,8,8.373322820996535
0,7,dry goods pasta,3776,1,0.9659258262890683,-0.25881904510252063,9,8.236685322712457
0,7,frozen,8729,1,0.9659258262890683,-0.25881904510252063,10,9.074520648833648
0,7,household,2696,1,0.9659258262890683,-0.25881904510252063,11,7.89989532313973
0,7,international,1065,1,0.9659258262890683,-0.25881904510252063,12,6.97166860472579
0,7,meat seafood,3265,1,0.9659258262890683,-0.25881904510252063,13,8.09132127353041
0,7,missing,261,1,0.9659258262890683,-0.25881904510252063,14,5.568344503761097
0,7,other,123,1,0.9659258262890683,-0.25881904510252063,15,4.820281565605037
0,7,pantry,7223,1,0.9659258262890683,-0.25881904510252063,16,8.88516409509682
0,7,personal care,1708,1,0.9659258262890683,-0.25881904510252063,17,7.443663683115591
0,7,pets,337,1,0.9659258262890683,-0.25881904510252063,18,5.823045895483019
0,7,produce,42233,1,0.9659258262890683,-0.25881904510252063,19,10.650980862836187
0,7,snacks,9955,1,0.9659258262890683,-0.25881904510252063,20,9.205930663487482
0,8,alcohol,565,1,0.8660254037844387,-0.49999999999999983,0,6.338594078203183
0,8,babies,5419,1,0.8660254037844387,-0.49999999999999983,1,8.597851094433691
0,8,bakery,11413,1,0.8660254037844387,-0.49999999999999983,2,9.342595951096653
0,8,beverages,20051,1,0.8660254037844387,-0.49999999999999983,3,9.906084178383393
0,8,breakfast,6464,1,0.8660254037844387,-0.49999999999999983,4,8.774158291205957
0,8,bulk,305,1,0.8660254037844387,-0.49999999999999983,5,5.723585101952381
0,8,canned goods,10899,1,0.8660254037844387,-0.49999999999999983,6,9.296518068217235
0,8,dairy eggs,53697,1,0.8660254037844387,-0.49999999999999983,7,10.891131035855524
0,8,deli,9999,1,0.8660254037844387,-0.49999999999999983,8,9.210340371976184
0,8,dry goods pasta,8645,1,0.8660254037844387,-0.49999999999999983,9,9.064852065227576
0,8,frozen,20055,1,0.8660254037844387,-0.49999999999999983,10,9.90628363983813
0,8,household,6139,1,0.8660254037844387,-0.49999999999999983,11,8.722580021141189
0,8,international,2519,1,0.8660254037844387,-0.49999999999999983,12,7.832014180505469
0,8,meat seafood,7838,1,0.8660254037844387,-0.49999999999999983,13,8.966866554188723
0,8,missing,627,1,0.8660254037844387,-0.49999999999999983,14,6.4425401664681985
0,8,other,267,1,0.8660254037844387,-0.49999999999999983,15,5.5909869805108565
0,8,pantry,16949,1,0.8660254037844387,-0.49999999999999983,16,9.738023112808596
0,8,personal care,3736,1,0.8660254037844387,-0.49999999999999983,17,8.226038429485484
0,8,pets,834,1,0.8660254037844387,-0.49999999999999983,18,6.727431724850855
0,8,produce,97320,1,0.8660254037844387,-0.49999999999999983,19,11.485770072224856
0,8,snacks,22758,1,0.8660254037844387,-0.49999999999999983,20,10.032715950543913
0,9,alcohol,1120,1,0.7071067811865476,-0.7071067811865475,0,7.02197642307216
0,9,babies,6514,1,0.7071067811865476,-0.7071067811865475,1,8.781862489558945
0,9,bakery,16064,1,0.7071067811865476,-0.7071067811865475,2,9.68439827154996
0,9,beverages,29606,1,0.7071067811865476,-0.7071067811865475,3,10.295766098840117
0,9,breakfast,9134,1,0.7071067811865476,-0.7071067811865475,4,9.119868468812108
0,9,bulk,399,1,0.7071067811865476,-0.7071067811865475,5,5.991464547107982
0,9,canned goods,16844,1,0.7071067811865476,-0.7071067811865475,6,9.731809155840653
0,9,dairy eggs,74334,1,0.7071067811865476,-0.7071067811865475,7,11.21633718304745
0,9,deli,14330,1,0.7071067811865476,-0.7071067811865475,8,9.570180302058072
0,9,dry goods pasta,12639,1,0.7071067811865476,-0.7071067811865475,9,9.444621667700849
0,9,frozen,29489,1,0.7071067811865476,-0.7071067811865475,10,10.291806501809322
0,9,household,9193,1,0.7071067811865476,-0.7071067811865475,11,9.126306376366173
0,9,international,3800,1,0.7071067811865476,-0.7071067811865475,12,8.24301946898925
0,9,meat seafood,11247,1,0.7071067811865476,-0.7071067811865475,13,9.327945614050446
0,9,missing,972,1,0.7071067811865476,-0.7071067811865475,14,6.880384082186005
0,9,other,425,1,0.7071067811865476,-0.7071067811865475,15,6.054439346269371
0,9,pantry,24807,1,0.7071067811865476,-0.7071067811865475,16,10.118921460780285
0,9,personal care,5521,1,0.7071067811865476,-0.7071067811865475,17,8.6164953924901
0,9,pets,1222,1,0.7071067811865476,-0.7071067811865475,18,7.109062135687172
0,9,produce,141039,1,0.7071067811865476,-0.7071067811865475,19,11.856798817071752
0,9,snacks,32592,1,0.7071067811865476,-0.7071067811865475,20,10.391852820371936
0,10,alcohol,1316,1,0.49999999999999994,-0.8660254037844387,0,7.183111701743281
0,10,babies,6156,1,0.49999999999999994,-0.8660254037844387,1,8.72534492491121
0,10,bakery,18484,1,0.49999999999999994,-0.8660254037844387,2,9.824714871370732
0,10,beverages,34954,1,0.49999999999999994,-0.8660254037844387,3,10.461816798946085
0,10,breakfast,10344,1,0.49999999999999994,-0.8660254037844387,4,9.244258590179644
0,10,bulk,530,1,0.49999999999999994,-0.8660254037844387,5,6.274762021241939
0,10,canned goods,20193,1,0.49999999999999994,-0.8660254037844387,6,9.913140809564267
0,10,dairy eggs,84283,1,0.49999999999999994,-0.8660254037844387,7,11.341947327636698
0,10,deli,17066,1,0.49999999999999994,-0.8660254037844387,8,9.744902053418757
0,10,dry goods pasta,15111,1,0.49999999999999994,-0.8660254037844387,9,9.623244409181346
0,10,frozen,34591,1,0.49999999999999994,-0.8660254037844387,10,10.451377720438934
0,10,household,10968,1,0.49999999999999994,-0.8660254037844387,11,9.302828391411333
0,10,international,4681,1,0.49999999999999994,-0.8660254037844387,12,8.451480648050856
0,10,meat seafood,13316,1,0.49999999999999994,-0.8660254037844387,13,9.496796693502144
0,10,missing,1167,1,0.49999999999999994,-0.8660254037844387,14,7.0630481633881725
0,10,other,484,1,0.49999999999999994,-0.8660254037844387,15,6.184148890937483
0,10,pantry,30468,1,0.49999999999999994,-0.8660254037844387,16,10.324465052274801
0,10,personal care,6866,1,0.49999999999999994,-0.8660254037844387,17,8.834482608620677
0,10,pets,1494,1,0.49999999999999994,-0.8660254037844387,18,7.3098814858247865
0,10,produce,165678,1,0.49999999999999994,-0.8660254037844387,19,12.01780746031972
0,10,snacks,37991,1,0.49999999999999994,-0.8660254037844387,20,10.545130890228958
0,11,alcohol,1508,1,0.258819045102521,-0.9659258262890682,0,7.319202458767849
0,11,babies,5577,1,0.258819045102521,-0.9659258262890682,1,8.626585568187433
0,11,bakery,19014,1,0.258819045102521,-0.9659258262890682,2,9.85298342036236
0,11,beverages,36411,1,0.258819045102521,-0.9659258262890682,3,10.502653669625179
0,11,breakfast,10194,1,0.258819045102521,-0.9659258262890682,4,9.229652683008556
0,11,bulk,518,1,0.258819045102521,-0.9659258262890682,5,6.251903883165888
0,11,canned goods,21496,1,0.258819045102521,-0.9659258262890682,6,9.975668669496136
0,11,dairy eggs,86300,1,0.258819045102521,-0.9659258262890682,7,11.3655964644899
0,11,deli,18064,1,0.258819045102521,-0.9659258262890682,8,9.801731643581741
0,11,dry goods pasta,16178,1,0.258819045102521,-0.9659258262890682,9,9.691469384005337
0,11,frozen,36906,1,0.258819045102521,-0.9659258262890682,10,10.516156513934508
0,11,household,11293,1,0.258819045102521,-0.9659258262890682,11,9.332026890232783
0,11,international,4999,1,0.258819045102521,-0.9659258262890682,12,8.517193191416238
0,11,meat seafood,13905,1,0.258819045102521,-0.9659258262890682,13,9.540075680658964
0,11,missing,1239,1,0.258819045102521,-0.9659258262890682,14,7.122866658599083
0,11,other,500,1,0.258819045102521,-0.9659258262890682,15,6.2166061010848646
0,11,pantry,32074,1,0.258819045102521,-0.9659258262890682,16,10.375832189483837
0,11,personal care,6953,1,0.258819045102521,-0.9659258262890682,17,8.847072312567807
0,11,pets,1587,1,0.258819045102521,-0.9659258262890682,18,7.370230641807081
0,11,produce,170289,1,0.258819045102521,-0.9659258262890682,19,12.04525814502065
0,11,snacks,40728,1,0.258819045102521,-0.9659258262890682,20,10.61469564841373
0,12,alcohol,1705,1,1.2246467991473532e-16,-1.0,0,7.441906728051625
0,12,babies,6036,1,1.2246467991473532e-16,-1.0,1,8.705662478796427
0,12,bakery,19258,1,1.2246467991473532e-16,-1.0,2,9.865733762924211
0,12,beverages,36467,1,1.2246467991473532e-16,-1.0,3,10.504190442704793
0,12,breakfast,10360,1,1.2246467991473532e-16,-1.0,4,9.245804036251752
0,12,bulk,504,1,1.2246467991473532e-16,-1.0,5,6.22455842927536
0,12,canned goods,20818,1,1.2246467991473532e-16,-1.0,6,9.943621310275773
0,12,dairy eggs,85786,1,1.2246467991473532e-16,-1.0,7,11.359622758844958
0,12,deli,18150,1,1.2246467991473532e-16,-1.0,8,9.806480934593978
0,12,dry goods pasta,16207,1,1.2246467991473532e-16,-1.0,9,9.693260226488464
0,12,frozen,37657,1,1.2246467991473532e-16,-1.0,10,10.536300694056374
0,12,household,11152,1,1.2246467991473532e-16,-1.0,11,9.319463798994537
0,12,international,5064,1,1.2246467991473532e-16,-1.0,12,8.530109416682784
0,12,meat seafood,13622,1,1.2246467991473532e-16,-1.0,13,9.51951481976606
0,12,missing,1150,1,1.2246467991473532e-16,-1.0,14,7.048386408721883
0,12,other,495,1,1.2246467991473532e-16,-1.0,15,6.206575926724928
0,12,pantry,31922,1,1.2246467991473532e-16,-1.0,16,10.371082032109841
0,12,personal care,7003,1,1.2246467991473532e-16,-1.0,17,8.854236693405742
0,12,pets,1619,1,1.2246467991473532e-16,-1.0,18,7.3901814282264295
0,12,produce,169393,1,1.2246467991473532e-16,-1.0,19,12.03998264144649
0,12,snacks,40915,1,1.2246467991473532e-16,-1.0,20,10.619276463576899
0,13,alcohol,1762,1,-0.2588190451025208,-0.9659258262890683,0,7.47477218239787
0,13,babies,6750,1,-0.2588190451025208,-0.9659258262890683,1,8.81744592104187
0,13,bakery,20491,1,-0.2588190451025208,-0.9659258262890683,2,9.927789845059094
0,13,beverages,38763,1,-0.2588190451025208,-0.9659258262890683,3,10.565247259854441
0,13,breakfast,10774,1,-0.2588190451025208,-0.9659258262890683,4,9.28498391497195
0,13,bulk,522,1,-0.2588190451025208,-0.9659258262890683,5,6.259581464064923
0,13,canned goods,21418,1,-0.2588190451025208,-0.9659258262890683,6,9.972033657571142
0,13,dairy eggs,89385,1,-0.2588190451025208,-0.9659258262890683,7,11.400719349346042
0,13,deli,19075,1,-0.2588190451025208,-0.9659258262890683,8,9.856186279418115
0,13,dry goods pasta,16697,1,-0.2588190451025208,-0.9659258262890683,9,9.723044230753946
0,13,frozen,39686,1,-0.2588190451025208,-0.9659258262890683,10,10.58877895713049
0,13,household,11416,1,-0.2588190451025208,-0.9659258262890683,11,9.342858751676328
0,13,international,5142,1,-0.2588190451025208,-0.9659258262890683,12,8.545391845774915
0,13,meat seafood,13925,1,-0.2588190451025208,-0.9659258262890683,13,9.541512875502493
0,13,missing,1177,1,-0.2588190451025208,-0.9659258262890683,14,7.071573364211532
0,13,other,565,1,-0.2588190451025208,-0.9659258262890683,15,6.338594078203183
0,13,pantry,32683,1,-0.2588190451025208,-0.9659258262890683,16,10.394640940504598
0,13,personal care,7290,1,-0.2588190451025208,-0.9659258262890683,17,8.89439598980643
0,13,pets,1580,1,-0.2588190451025208,-0.9659258262890683,18,7.365812837209472
0,13,produce,176167,1,-0.2588190451025208,-0.9659258262890683,19,12.079193364186029
0,13,snacks,43146,1,-0.2588190451025208,-0.9659258262890683,20,10.672368169181512
0,14,alcohol,1877,1,-0.4999999999999998,-0.8660254037844388,0,7.537962659768208
0,14,babies,7503,1,-0.4999999999999998,-0.8660254037844388,1,8.92319149068606
0,14,bakery,20876,1,-0.4999999999999998,-0.8660254037844388,2,9.94640335351296
0,14,beverages,39021,1,-0.4999999999999998,-0.8660254037844388,3,10.571880868629844
0,14,breakfast,11359,1,-0.4999999999999998,-0.8660254037844388,4,9.337853692275143
0,14,bulk,519,1,-0.4999999999999998,-0.8660254037844388,5,6.253828811575473
0,14,canned goods,21302,1,-0.4999999999999998,-0.8660254037844388,6,9.966603186850204
0,14,dairy eggs,92227,1,-0.4999999999999998,-0.8660254037844388,7,11.432019051076503
0,14,deli,19284,1,-0.4999999999999998,-0.8660254037844388,8,9.867082870642328
0,14,dry goods pasta,17014,1,-0.4999999999999998,-0.8660254037844388,9,9.741850586935007
0,14,frozen,40383,1,-0.4999999999999998,-0.8660254037844388,10,10.606188945900884
0,14,household,11175,1,-0.4999999999999998,-0.8660254037844388,11,9.321523900936798
0,14,international,5187,1,-0.4999999999999998,-0.8660254037844388,12,8.554103545436334
0,14,meat seafood,13885,1,-0.4999999999999998,-0.8660254037844388,13,9.538636417313219
0,14,missing,1177,1,-0.4999999999999998,-0.8660254037844388,14,7.071573364211532
0,14,other,561,1,-0.4999999999999998,-0.8660254037844388,15,6.331501849893691
0,14,pantry,32118,1,-0.4999999999999998,-0.8660254037844388,16,10.377203034325737
0,14,personal care,7140,1,-0.4999999999999998,-0.8660254037844388,17,8.87360810154911
0,14,pets,1510,1,-0.4999999999999998,-0.8660254037844388,18,7.32052696227274
0,14,produce,176632,1,-0.4999999999999998,-0.8660254037844388,19,12.081829412662444
0,14,snacks,44146,1,-0.4999999999999998,-0.8660254037844388,20,10.695280253553513
0,15,alcohol,1794,1,-0.7071067811865471,-0.7071067811865479,0,7.492760300922379
0,15,babies,6653,1,-0.7071067811865471,-0.7071067811865479,1,8.802973456578423
0,15,bakery,20490,1,-0.7071067811865471,-0.7071067811865479,2,9.927741044336832
0,15,beverages,38371,1,-0.7071067811865471,-0.7071067811865479,3,10.555083305937838
0,15,breakfast,11110,1,-0.7071067811865471,-0.7071067811865479,4,9.315690887584008
0,15,bulk,532,1,-0.7071067811865471,-0.7071067811865479,5,6.278521424165844
0,15,canned goods,20031,1,-0.7071067811865471,-0.7071067811865479,6,9.905086273899824
0,15,dairy eggs,89547,1,-0.7071067811865471,-0.7071067811865479,7,11.402530073347773
0,15,deli,19118,1,-0.7071067811865471,-0.7071067811865479,8,9.858437883982404
0,15,dry goods pasta,16712,1,-0.7071067811865471,-0.7071067811865479,9,9.723942138688924
0,15,frozen,40726,1,-0.7071067811865471,-0.7071067811865479,10,10.614646542147758
0,15,household,10646,1,-0.7071067811865471,-0.7071067811865479,11,9.273033441314606
0,15,international,5117,1,-0.7071067811865471,-0.7071067811865479,12,8.540519016719735
0,15,meat seafood,13849,1,-0.7071067811865471,-0.7071067811865479,13,9.536040511615484
0,15,missing,1179,1,-0.7071067811865471,-0.7071067811865479,14,7.07326971745971
0,15,other,516,1,-0.7071067811865471,-0.7071067811865479,15,6.248042874508429
0,15,pantry,31083,1,-0.7071067811865471,-0.7071067811865479,16,10.344448496329132
0,15,personal care,6909,1,-0.7071067811865471,-0.7071067811865479,17,8.840724916761715
0,15,pets,1540,1,-0.7071067811865471,-0.7071067811865479,18,7.340186835320115
0,15,produce,172675,1,-0.7071067811865471,-0.7071067811865479,19,12.059172285166698
0,15,snacks,43468,1,-0.7071067811865471,-0.7071067811865479,20,10.679803319347403
0,16,alcohol,1578,1,-0.8660254037844384,-0.5000000000000004,0,7.364547014255642
0,16,babies,6392,1,-0.8660254037844384,-0.5000000000000004,1,8.762958920766726
0,16,bakery,18761,1,-0.8660254037844384,-0.5000000000000004,2,9.839588826685896
0,16,beverages,35542,1,-0.8660254037844384,-0.5000000000000004,3,10.478498510076376
0,16,breakfast,10309,1,-0.8660254037844384,-0.5000000000000004,4,9.240869577011006
0,16,bulk,500,1,-0.8660254037844384,-0.5000000000000004,5,6.2166061010848646
